File Name,dataCV,SCAN RATE,499.999
T,Vf,Im
5.044,-0.762583,0.00294301
5.046,-0.7616,0.00296386
5.048,-0.760675,0.00292634
5.05,-0.759575,0.00300971
5.052,-0.758567,0.00296386
5.054,-0.7576,0.00302639
5.056,-0.756604,0.00298887
5.058,-0.755567,0.00302639
5.06,-0.754642,0.00301805
5.062,-0.7537,0.00303889
5.064,-0.752808,0.0030514
5.066,-0.751458,0.00304723
5.068,-0.750687,0.00305973
5.07,-0.749696,0.00304723
5.072,-0.748529,0.00307224
5.074,-0.7477,0.00310142
5.076,-0.746617,0.00310559
5.078,-0.745608,0.00309725
5.08,-0.744733,0.00311809
5.082,-0.743483,0.0031306
5.084,-0.742612,0.00312226
5.086,-0.741704,0.00313894
5.088,-0.740583,0.00312643
5.09,-0.739508,0.00315978
5.092,-0.738646,0.00317645
5.094,-0.737571,0.00318896
5.096,-0.736692,0.00318896
5.098,-0.735575,0.00320147
5.1,-0.734608,0.00323481
5.102,-0.733629,0.00320563
5.104,-0.732617,0.00322648
5.106,-0.731608,0.00323481
5.108,-0.730621,0.00329318
5.11,-0.729596,0.00326399
5.112,-0.72885,0.00329318
5.114,-0.727562,0.00329318
5.116,-0.726654,0.00329318
5.118,-0.725637,0.00327233
5.12,-0.724617,0.00333486
5.122,-0.7238,0.00333486
5.124,-0.722617,0.00333069
5.126,-0.721654,0.00332652
5.128,-0.72085,0.00335987
5.13,-0.719533,0.00333486
5.132,-0.718608,0.00333486
5.134,-0.717658,0.00336404
5.136,-0.716646,0.00333903
5.138,-0.715662,0.00339739
5.14,-0.714633,0.00339739
5.142,-0.713621,0.00336821
5.144,-0.712662,0.00338072
5.146,-0.711567,0.0033557
5.148,-0.710646,0.0033557
5.15,-0.709667,0.00339739
5.152,-0.708587,0.0033432
5.154,-0.707608,0.00335153
5.156,-0.706596,0.00338072
5.158,-0.705612,0.00336821
5.16,-0.704587,0.00338488
5.162,-0.703492,0.00338072
5.164,-0.702654,0.00336821
5.166,-0.701658,0.00338488
5.168,-0.700617,0.00337238
5.17,-0.699812,0.00336404
5.172,-0.698633,0.00339322
5.174,-0.697662,0.00338488
5.176,-0.696754,0.00336821
5.178,-0.695542,0.00335153
5.18,-0.694633,0.00337238
5.182,-0.693717,0.00336821
5.184,-0.692658,0.00334737
5.186,-0.691617,0.00335153
5.188,-0.69065,0.00335153
5.19,-0.689637,0.00332235
5.192,-0.688787,0.00333486
5.194,-0.687567,0.00333903
5.196,-0.686646,0.00331819
5.198,-0.685633,0.00329318
5.2,-0.684654,0.00330985
5.202,-0.68365,0.00332235
5.204,-0.682646,0.00332652
5.206,-0.681625,0.00330985
5.208,-0.680617,0.00329318
5.21,-0.679617,0.00326816
5.212,-0.678629,0.00328067
5.214,-0.677696,0.00329734
5.216,-0.676608,0.00321814
5.218,-0.675746,0.00324732
5.22,-0.674592,0.00325149
5.222,-0.673667,0.00323898
5.224,-0.672825,0.00320147
5.226,-0.671483,0.00323481
5.228,-0.670596,0.00322231
5.23,-0.669688,0.00315978
5.232,-0.668575,0.00319313
5.234,-0.667604,0.00317645
5.236,-0.666629,0.00316395
5.238,-0.665608,0.00317645
5.24,-0.664829,0.00318062
5.242,-0.663546,0.00315561
5.244,-0.662633,0.00313894
5.246,-0.661683,0.00313477
5.248,-0.660604,0.00311393
5.25,-0.659567,0.00311809
5.252,-0.658604,0.00312643
5.254,-0.657625,0.00314311
5.256,-0.656704,0.00309725
5.258,-0.655583,0.00313894
5.26,-0.6546,0.00309725
5.262,-0.653625,0.00309308
5.264,-0.652546,0.00312226
5.266,-0.652021,0.00312226
5.268,-0.650625,0.00305973
5.27,-0.649671,0.0030639
5.272,-0.648825,0.00305973
5.274,-0.647467,0.00306807
5.276,-0.646646,0.0030639
5.278,-0.645712,0.00305973
5.28,-0.644621,0.00303472
5.282,-0.643783,0.00301388
5.284,-0.642646,0.00299721
5.286,-0.641675,0.00303055
5.288,-0.640829,0.00302222
5.29,-0.639467,0.00304723
5.292,-0.638637,0.00300971
5.294,-0.637683,0.00299304
5.296,-0.636642,0.00299721
5.298,-0.635687,0.00299721
5.3,-0.634633,0.00297636
5.302,-0.633654,0.0029847
5.304,-0.632754,0.00301805
5.306,-0.631629,0.0029847
5.308,-0.630633,0.00298887
5.31,-0.629675,0.00298053
5.312,-0.628646,0.00299721
5.314,-0.627621,0.00299721
5.316,-0.626633,0.00302639
5.318,-0.625771,0.00300137
5.32,-0.624804,0.00301805
5.322,-0.62355,0.00297636
5.324,-0.622754,0.0029847
5.326,-0.621692,0.00296803
5.328,-0.620633,0.00298053
5.33,-0.619833,0.00293885
5.332,-0.618633,0.00296803
5.334,-0.617717,0.00299304
5.336,-0.616812,0.00300971
5.338,-0.6155,0.00299721
5.34,-0.614633,0.00300554
5.342,-0.613704,0.00300971
5.344,-0.612621,0.00298053
5.346,-0.6117,0.00299721
5.348,-0.61065,0.00299304
5.35,-0.60965,0.00298053
5.352,-0.608754,0.00302222
5.354,-0.607596,0.00301388
5.356,-0.606625,0.00302639
5.358,-0.605658,0.00301388
5.36,-0.604667,0.00302222
5.362,-0.6036,0.00303055
5.364,-0.602608,0.00305557
5.366,-0.601658,0.00301388
5.368,-0.600829,0.00301388
5.37,-0.599671,0.00304306
5.372,-0.598779,0.00304306
5.374,-0.597775,0.00307641
5.376,-0.596621,0.00303889
5.378,-0.595792,0.0030514
5.38,-0.59465,0.00305973
5.382,-0.593663,0.00304723
5.384,-0.592829,0.00308058
5.386,-0.591492,0.00308058
5.388,-0.590629,0.00310142
5.39,-0.589733,0.00309725
5.392,-0.588617,0.00310976
5.394,-0.587625,0.00309308
5.396,-0.586612,0.00310976
5.398,-0.585629,0.00308891
5.4,-0.584808,0.0030514
5.402,-0.583583,0.00309725
5.404,-0.582646,0.00318479
5.406,-0.58165,0.0032098
5.408,-0.580642,0.00318479
5.41,-0.579629,0.00317645
5.412,-0.578654,0.00318062
5.414,-0.577621,0.00318062
5.416,-0.576642,0.00323065
5.418,-0.575475,0.00321397
5.42,-0.574692,0.00326816
5.422,-0.5737,0.00325566
5.424,-0.572658,0.00328484
5.426,-0.571779,0.00332235
5.428,-0.5706,0.00330568
5.43,-0.569675,0.00328484
5.432,-0.568779,0.00334737
5.434,-0.567567,0.00332652
5.436,-0.56665,0.00337655
5.438,-0.565775,0.00340573
5.44,-0.564675,0.00338905
5.442,-0.563821,0.00340573
5.444,-0.56265,0.00341406
5.446,-0.561675,0.00343908
5.448,-0.560812,0.0034891
5.45,-0.559571,0.00343908
5.452,-0.558617,0.00350577
5.454,-0.557646,0.00356413
5.456,-0.556629,0.00355163
5.458,-0.555637,0.00354329
5.46,-0.554625,0.00354329
5.462,-0.553654,0.00358081
5.464,-0.552625,0.00357664
5.466,-0.551621,0.00363083
5.468,-0.550633,0.00361416
5.47,-0.549717,0.00366418
5.472,-0.548571,0.00369753
5.474,-0.547787,0.00375589
5.476,-0.546642,0.00372254
5.478,-0.545692,0.00374755
5.48,-0.544837,0.00376839
5.482,-0.543467,0.00378924
5.484,-0.542671,0.0037934
5.486,-0.541729,0.00380591
5.488,-0.54065,0.00385176
5.49,-0.539633,0.00388511
5.492,-0.53865,0.00389345
5.494,-0.537708,0.0039393
5.496,-0.536767,0.00396848
5.498,-0.535496,0.00395181
5.5,-0.53465,0.0039935
5.502,-0.533671,0.00401017
5.504,-0.532667,0.00406436
5.506,-0.531642,0.0040727
5.508,-0.53065,0.00411855
5.51,-0.529679,0.00417691
5.512,-0.528779,0.00417691
5.514,-0.527704,0.00420192
5.516,-0.526612,0.00420192
5.518,-0.525671,0.00420609
5.52,-0.524658,0.00426028
5.522,-0.52405,0.00428946
5.524,-0.522675,0.00435616
5.526,-0.52175,0.00433532
5.528,-0.520833,0.00438117
5.53,-0.519533,0.00440202
5.532,-0.518742,0.00443536
5.534,-0.517725,0.0044312
5.536,-0.516683,0.00448539
5.538,-0.515837,0.00456459
5.54,-0.514642,0.0045896
5.542,-0.513683,0.00461461
5.544,-0.512825,0.00464379
5.546,-0.511483,0.00465213
5.548,-0.51065,0.00469798
5.55,-0.509675,0.00470215
5.552,-0.508667,0.004723
5.554,-0.507638,0.00481887
5.556,-0.506646,0.00489391
5.558,-0.505679,0.00486473
5.56,-0.504733,0.00488974
5.562,-0.503688,0.00491892
5.564,-0.50265,0.00498562
5.566,-0.501646,0.00502313
5.568,-0.50065,0.00504398
5.57,-0.499629,0.00506899
5.572,-0.49865,0.00512318
5.574,-0.497746,0.00514819
5.576,-0.496771,0.00517737
5.578,-0.495462,0.00520238
5.58,-0.494721,0.00523156
5.582,-0.493775,0.00528575
5.584,-0.492642,0.0053066
5.586,-0.491654,0.00541498
5.588,-0.490646,0.00542332
5.59,-0.489742,0.00550669
5.592,-0.4888,0.00549001
5.594,-0.487567,0.00554837
5.596,-0.48665,0.00560257
5.598,-0.485746,0.0056109
5.6,-0.484646,0.00566509
5.602,-0.483662,0.00573179
5.604,-0.48265,0.0057568
5.606,-0.481721,0.00581933
5.608,-0.480812,0.00583184
5.61,-0.479662,0.00586519
5.612,-0.478633,0.00590687
5.614,-0.477646,0.00596106
5.616,-0.476662,0.00596523
5.618,-0.475629,0.00602359
5.62,-0.474646,0.0060486
5.622,-0.473642,0.00618617
5.624,-0.47285,0.00621118
5.626,-0.471687,0.00622368
5.628,-0.470883,0.00625703
5.63,-0.469729,0.00631956
5.632,-0.46865,0.00637375
5.634,-0.467912,0.00640293
5.636,-0.466633,0.00646546
5.638,-0.465758,0.00654883
5.64,-0.464833,0.00666138
5.642,-0.463587,0.0066197
5.644,-0.46265,0.00669056
5.646,-0.461721,0.00671141
5.648,-0.460633,0.00679061
5.65,-0.459679,0.00684063
5.652,-0.458642,0.00689066
5.654,-0.457771,0.00696986
5.656,-0.456762,0.00704072
5.658,-0.455529,0.00706574
5.66,-0.454637,0.00710742
5.662,-0.453679,0.00711576
5.664,-0.452708,0.00719496
5.666,-0.451604,0.00722831
5.668,-0.450662,0.00727417
5.67,-0.449671,0.0073617
5.672,-0.448767,0.00738672
5.674,-0.44745,0.00752428
5.676,-0.446871,0.00752428
5.678,-0.445675,0.00759098
5.68,-0.444779,0.00756596
5.682,-0.443967,0.00763683
5.684,-0.442642,0.00767852
5.686,-0.441792,0.00779524
5.688,-0.440846,0.00783275
5.69,-0.439525,0.00790779
5.692,-0.43865,0.00793697
5.694,-0.437733,0.00795364
5.696,-0.436658,0.00803285
5.698,-0.435762,0.00812038
5.7,-0.43465,0.00811622
5.702,-0.433725,0.00819125
5.704,-0.432825,0.00822043
5.706,-0.431525,0.00834966
5.708,-0.430658,0.00833715
5.71,-0.429721,0.00836216
5.712,-0.4287,0.00844553
5.714,-0.427621,0.00852474
5.716,-0.426638,0.0085956
5.718,-0.425671,0.00860811
5.72,-0.424733,0.00868731
5.722,-0.423662,0.00877485
5.724,-0.422675,0.00878319
5.726,-0.421792,0.00883738
5.728,-0.4208,0.00889574
5.73,-0.419979,0.00892492
5.732,-0.41865,0.00899996
5.734,-0.417767,0.00900829
5.736,-0.41685,0.00911251
5.738,-0.415467,0.00918337
5.74,-0.414704,0.00927091
5.742,-0.4138,0.00932927
5.744,-0.412642,0.00933761
5.746,-0.411779,0.00940431
5.748,-0.41065,0.00942932
5.75,-0.409767,0.00945433
5.752,-0.408783,0.00951269
5.754,-0.40755,0.00954187
5.756,-0.40665,0.00962107
5.758,-0.405787,0.00966693
5.76,-0.404746,0.00969611
5.762,-0.403696,0.00981283
5.764,-0.40265,0.00983367
5.766,-0.401783,0.00985451
5.768,-0.400737,0.0099087
5.77,-0.399675,0.0100004
5.772,-0.398629,0.0100588
5.774,-0.397721,0.0101171
5.776,-0.396658,0.0101296
5.778,-0.395796,0.0101963
5.78,-0.39465,0.010238
5.782,-0.393829,0.0102964
5.784,-0.392725,0.0103131
5.786,-0.39155,0.0103923
5.788,-0.39065,0.010509
5.79,-0.389792,0.0105715
5.792,-0.38865,0.0105465
5.794,-0.387587,0.0105632
5.796,-0.38665,0.0106049
5.798,-0.385758,0.0106674
5.8,-0.38485,0.0106924
5.802,-0.383604,0.0107508
5.804,-0.38265,0.0108175
5.806,-0.381767,0.0108967
5.808,-0.380712,0.0109175
5.81,-0.379742,0.0109383
5.812,-0.37865,0.0109842
5.814,-0.377733,0.0109884
5.816,-0.376792,0.0110259
5.818,-0.375667,0.0110676
5.82,-0.37465,0.0111343
5.822,-0.373712,0.0111718
5.824,-0.372675,0.0112552
5.826,-0.371729,0.011201
5.828,-0.37065,0.0112802
5.83,-0.369804,0.011326
5.832,-0.368862,0.0114011
5.834,-0.367537,0.0114552
5.836,-0.366725,0.0114761
5.838,-0.365775,0.0115344
5.84,-0.364733,0.011547
5.842,-0.36385,0.0115303
5.844,-0.36265,0.0115636
5.846,-0.361792,0.0116011
5.848,-0.360817,0.0116512
5.85,-0.359575,0.0116845
5.852,-0.35865,0.0116803
5.854,-0.357783,0.0118137
5.856,-0.35665,0.0118388
5.858,-0.355629,0.0118929
5.86,-0.35465,0.0118721
5.862,-0.353712,0.0118929
5.864,-0.352771,0.011968
5.866,-0.351629,0.0120055
5.868,-0.350662,0.0120222
5.87,-0.349679,0.0121389
5.872,-0.348708,0.0120805
5.874,-0.347687,0.0121514
5.876,-0.346679,0.0121389
5.878,-0.345667,0.0121347
5.88,-0.344846,0.0121556
5.882,-0.343717,0.0122014
5.884,-0.342971,0.0122014
5.886,-0.341833,0.0122306
5.888,-0.340792,0.0122473
5.89,-0.340033,0.0123557
5.892,-0.338642,0.0123473
5.894,-0.337746,0.0123181
5.896,-0.336854,0.0123432
5.898,-0.335529,0.0123848
5.9,-0.334637,0.012464
5.902,-0.333729,0.0124599
5.904,-0.332687,0.0125266
5.906,-0.331979,0.0125432
5.908,-0.33065,0.0125766
5.91,-0.329667,0.0125599
5.912,-0.328788,0.0125974
5.914,-0.327667,0.0125641
5.916,-0.326642,0.0126016
5.918,-0.325742,0.0125724
5.92,-0.324692,0.0126183
5.922,-0.323725,0.0126641
5.924,-0.322675,0.0127142
5.926,-0.321692,0.0126766
5.928,-0.320762,0.0126808
5.93,-0.319479,0.012685
5.932,-0.318937,0.0127183
5.934,-0.317746,0.01271
5.936,-0.316817,0.012735
5.938,-0.315946,0.0127642
5.94,-0.314658,0.0127558
5.942,-0.313762,0.0128017
5.944,-0.312842,0.01281
5.946,-0.311629,0.0128267
5.948,-0.310671,0.0127934
5.95,-0.309733,0.0127892
5.952,-0.308683,0.0128059
5.954,-0.307846,0.0128142
5.956,-0.306646,0.0128267
5.958,-0.305746,0.0128059
5.96,-0.304846,0.0127767
5.962,-0.303742,0.0128309
5.964,-0.302687,0.0128476
5.966,-0.301704,0.0128059
5.968,-0.300721,0.0127517
5.97,-0.299717,0.0128601
5.972,-0.298742,0.0128267
5.974,-0.297737,0.0127934
5.976,-0.296767,0.012785
5.978,-0.295708,0.01276
5.98,-0.294733,0.012785
5.982,-0.293783,0.0128267
5.984,-0.292779,0.0127517
5.986,-0.291954,0.0127642
5.988,-0.290658,0.01276
5.99,-0.289737,0.0127517
5.992,-0.288862,0.0127725
5.994,-0.287512,0.0127433
5.996,-0.286679,0.0127267
5.998,-0.285733,0.0127183
6.0,-0.284696,0.0127183
6.002,-0.28395,0.0126516
6.004,-0.282646,0.0126766
6.006,-0.281771,0.0127558
6.008,-0.280808,0.0127475
6.01,-0.279608,0.0127225
6.012,-0.278679,0.0127058
6.014,-0.277783,0.012685
6.016,-0.276725,0.0126516
6.018,-0.275829,0.0126766
6.02,-0.274658,0.01266
6.022,-0.273775,0.012685
6.024,-0.272792,0.01266
6.026,-0.271771,0.0126308
6.028,-0.270687,0.0126433
6.03,-0.269717,0.012635
6.032,-0.268758,0.0125933
6.034,-0.268037,0.0126099
6.036,-0.26675,0.0126058
6.038,-0.265804,0.0125641
6.04,-0.264858,0.0126641
6.042,-0.263633,0.0126308
6.044,-0.262825,0.0125683
6.046,-0.261804,0.0125933
6.048,-0.260767,0.0125558
6.05,-0.260008,0.0125307
6.052,-0.25865,0.0124891
6.054,-0.257779,0.0124932
6.056,-0.256842,0.0124682
6.058,-0.255608,0.0124932
6.06,-0.254696,0.0124599
6.062,-0.253717,0.0124432
6.064,-0.252708,0.0124307
6.066,-0.251867,0.0124099
6.068,-0.250704,0.0122806
6.07,-0.249737,0.0122848
6.072,-0.248783,0.0123432
6.074,-0.247717,0.012314
6.076,-0.246729,0.0122723
6.078,-0.245725,0.012289
6.08,-0.24475,0.0122514
6.082,-0.243692,0.0122389
6.084,-0.242642,0.0122306
6.086,-0.241975,0.0122306
6.088,-0.240842,0.0122181
6.09,-0.239858,0.0122098
6.092,-0.239025,0.0121973
6.094,-0.237742,0.0121139
6.096,-0.236775,0.0121389
6.098,-0.236,0.0121306
6.1,-0.234675,0.0121264
6.102,-0.233762,0.0120764
6.104,-0.23285,0.0120639
6.106,-0.231675,0.0120847
6.108,-0.230696,0.0120472
6.11,-0.229762,0.0119847
6.112,-0.228754,0.0120013
6.114,-0.227783,0.0120055
6.116,-0.226658,0.0119847
6.118,-0.22575,0.011968
6.12,-0.224817,0.0120013
6.122,-0.223717,0.0119805
6.124,-0.222654,0.0120013
6.126,-0.221696,0.0119513
6.128,-0.220696,0.011918
6.13,-0.219725,0.011918
6.132,-0.218671,0.0118804
6.134,-0.217746,0.0118513
6.136,-0.216971,0.0118721
6.138,-0.215788,0.0118596
6.14,-0.214812,0.0118304
6.142,-0.213829,0.0118137
6.144,-0.212887,0.0117804
6.146,-0.211833,0.0117762
6.148,-0.21065,0.0117596
6.15,-0.209808,0.0117137
6.152,-0.208854,0.0116595
6.154,-0.207675,0.011647
6.156,-0.206717,0.0116512
6.158,-0.205808,0.0116387
6.16,-0.204817,0.0115928
6.162,-0.203796,0.0115803
6.164,-0.20265,0.011547
6.166,-0.201792,0.0115094
6.168,-0.200842,0.0115053
6.17,-0.199667,0.0114803
6.172,-0.19865,0.0114594
6.174,-0.197804,0.0114678
6.176,-0.196729,0.0114261
6.178,-0.195712,0.0114302
6.18,-0.194721,0.0114052
6.182,-0.193712,0.0113844
6.184,-0.192804,0.0113344
6.186,-0.191492,0.011351
6.188,-0.190908,0.0113469
6.19,-0.189775,0.011301
6.192,-0.188729,0.0112468
6.194,-0.187937,0.0112218
6.196,-0.186637,0.0112176
6.198,-0.185817,0.0111968
6.2,-0.184833,0.0111134
6.202,-0.183621,0.0111509
6.204,-0.182658,0.0111093
6.206,-0.181833,0.0110801
6.208,-0.180721,0.0110634
6.21,-0.179875,0.0110592
6.212,-0.17865,0.0110301
6.214,-0.177813,0.0110134
6.216,-0.176837,0.0110092
6.218,-0.175667,0.0110009
6.22,-0.174679,0.0110175
6.222,-0.173775,0.0110009
6.224,-0.172767,0.010955
6.226,-0.17185,0.0109467
6.228,-0.170675,0.0108842
6.23,-0.169746,0.0109008
6.232,-0.168804,0.0108967
6.234,-0.167729,0.0108716
6.236,-0.166692,0.0107841
6.238,-0.165817,0.0108591
6.24,-0.164854,0.0107758
6.242,-0.164042,0.0107674
6.244,-0.162658,0.0107216
6.246,-0.161812,0.0107049
6.248,-0.160871,0.0107341
6.25,-0.159625,0.0106882
6.252,-0.158908,0.0107299
6.254,-0.157817,0.0107132
6.256,-0.156842,0.0106549
6.258,-0.155904,0.0106007
6.26,-0.154658,0.0106132
6.262,-0.153825,0.0105757
6.264,-0.152846,0.0106049
6.266,-0.15165,0.0105632
6.268,-0.15065,0.0105507
6.27,-0.149812,0.0105632
6.272,-0.148808,0.0105173
6.274,-0.147771,0.010509
6.276,-0.14665,0.0104631
6.278,-0.145742,0.0104923
6.28,-0.144775,0.0104506
6.282,-0.143708,0.0104214
6.284,-0.142683,0.0104506
6.286,-0.141758,0.0104048
6.288,-0.140692,0.0103714
6.29,-0.139846,0.0103547
6.292,-0.138675,0.0103172
6.294,-0.137842,0.0103131
6.296,-0.136892,0.0103172
6.298,-0.135625,0.0102297
6.3,-0.134658,0.0101838
6.302,-0.133842,0.0102005
6.304,-0.132833,0.0101963
6.306,-0.131787,0.010213
6.308,-0.130658,0.0101672
6.31,-0.129817,0.0101547
6.312,-0.12885,0.0101296
6.314,-0.127642,0.010138
6.316,-0.12665,0.0100546
6.318,-0.125825,0.0100296
6.32,-0.124775,0.0100046
6.322,-0.123767,0.0100213
6.324,-0.12265,0.0100671
6.326,-0.121796,0.00999624
6.328,-0.120808,0.0100171
6.33,-0.119762,0.00995456
6.332,-0.11865,0.00996706
6.334,-0.117792,0.00991287
6.336,-0.1168,0.00989203
6.338,-0.115708,0.00992121
6.34,-0.114667,0.00987952
6.342,-0.113833,0.00987952
6.344,-0.11295,0.00987536
6.346,-0.111733,0.00987119
6.348,-0.110792,0.00985451
6.35,-0.10985,0.00983784
6.352,-0.10885,0.00980866
6.354,-0.107962,0.00982116
6.356,-0.106658,0.00978365
6.358,-0.10585,0.0097628
6.36,-0.104883,0.00972112
6.362,-0.103767,0.00974613
6.364,-0.102675,0.00973779
6.366,-0.101817,0.00968777
6.368,-0.100804,0.0096711
6.37,-0.0998958,0.00966276
6.372,-0.0986583,0.00960857
6.374,-0.097825,0.00963775
6.376,-0.0968042,0.00962941
6.378,-0.0957417,0.00960857
6.38,-0.0947292,0.00970028
6.382,-0.0938292,0.00963358
6.384,-0.0927583,0.00960857
6.386,-0.0918042,0.00958356
6.388,-0.0907417,0.00960857
6.39,-0.0897958,0.0096044
6.392,-0.08885,0.00959606
6.394,-0.0875917,0.00954187
6.396,-0.0869958,0.00955021
6.398,-0.0858458,0.00952936
6.4,-0.084825,0.00952103
6.402,-0.083875,0.00947517
6.404,-0.08265,0.009471
6.406,-0.0818417,0.00944182
6.408,-0.0808542,0.00946267
6.41,-0.0797833,0.00944182
6.412,-0.0787833,0.00943349
6.414,-0.0778375,0.00940847
6.416,-0.0767833,0.00939597
6.418,-0.0759708,0.00936679
6.42,-0.07465,0.00942932
6.422,-0.0738083,0.00942098
6.424,-0.0728667,0.00938346
6.426,-0.0718,0.0093793
6.428,-0.0706875,0.00937096
6.43,-0.0698125,0.00931677
6.432,-0.0687833,0.00937096
6.434,-0.0679542,0.00931677
6.436,-0.0667042,0.00937096
6.438,-0.065775,0.00935428
6.44,-0.0648,0.00933344
6.442,-0.0635458,0.00929176
6.444,-0.0631292,0.00929176
6.446,-0.0617458,0.00927925
6.448,-0.0608917,0.00926674
6.45,-0.0600458,0.00922923
6.452,-0.0586792,0.0091792
6.454,-0.0578542,0.00922089
6.456,-0.0568875,0.00917504
6.458,-0.0558542,0.0091667
6.46,-0.0547917,0.00913335
6.462,-0.0538083,0.00915419
6.464,-0.0528292,0.00913752
6.466,-0.0520292,0.00912918
6.468,-0.0506583,0.00909166
6.47,-0.0498417,0.00908333
6.472,-0.0488583,0.00910417
6.474,-0.0477333,0.0091
6.476,-0.0467708,0.00903747
6.478,-0.0458208,0.0090208
6.48,-0.0448583,0.00903747
6.482,-0.0439208,0.00902914
6.484,-0.0427417,0.00897494
6.486,-0.0417958,0.00895827
6.488,-0.0408208,0.00897494
6.49,-0.039825,0.00898745
6.492,-0.0387917,0.00895827
6.494,-0.0378333,0.00896661
6.496,-0.0369708,0.00897494
6.498,-0.0360042,0.00894576
6.5,-0.0347542,0.00889991
6.502,-0.0338375,0.0089541
6.504,-0.0328958,0.00892909
6.506,-0.031725,0.00891242
6.508,-0.03085,0.00892075
6.51,-0.0297667,0.0088749
6.512,-0.0288083,0.00884155
6.514,-0.0279917,0.00886656
6.516,-0.0266583,0.00883321
6.518,-0.0258208,0.00881237
6.52,-0.0248875,0.00883321
6.522,-0.0237542,0.00881237
6.524,-0.0226625,0.00884155
6.526,-0.0218375,0.00875818
6.528,-0.0207958,0.00879153
6.53,-0.0198917,0.00879569
6.532,-0.0186792,0.00875401
6.534,-0.0178083,0.00868731
6.536,-0.0167958,0.00868314
6.538,-0.0158042,0.00869565
6.54,-0.0147333,0.00865813
6.542,-0.0138083,0.00859143
6.544,-0.0128208,0.00862895
6.546,-0.0119917,0.0085956
6.548,-0.0107167,0.00860394
6.55,-0.00985,0.00863312
6.552,-0.0089125,0.00861645
6.554,-0.00774583,0.00859143
6.556,-0.00677917,0.0085956
6.558,-0.00585,0.00861228
6.56,-0.0049375,0.00860394
6.562,-0.003975,0.00857893
6.564,-0.00265833,0.00856225
6.566,-0.00184167,0.00855809
6.568,-0.000920833,0.0085164
6.57,0.000225,0.00848722
6.572,0.0012375,0.00847888
6.574,0.002175,0.00853307
6.576,0.0030875,0.00848305
6.578,0.00405,0.00846638
6.58,0.00528333,0.00842469
6.582,0.00616667,0.0084497
6.584,0.0071,0.0083705
6.586,0.00815,0.00842469
6.588,0.00929167,0.00839134
6.59,0.0101542,0.00837884
6.592,0.0111083,0.00837884
6.594,0.0121042,0.00840802
6.596,0.01335,0.00839134
6.598,0.0139875,0.00833298
6.6,0.0150583,0.00835799
6.602,0.0164583,0.00834549
6.604,0.0170458,0.00835383
6.606,0.01815,0.00833298
6.608,0.0190833,0.00828713
6.61,0.01995,0.00829963
6.612,0.0213208,0.00825378
6.614,0.02215,0.0082913
6.616,0.0230333,0.00823294
6.618,0.0242,0.0082246
6.62,0.0251917,0.00824544
6.622,0.02615,0.00823711
6.624,0.0271042,0.00819959
6.626,0.0279667,0.00818291
6.628,0.029325,0.00819542
6.63,0.03015,0.00820793
6.632,0.031125,0.00819542
6.634,0.0321458,0.00816624
6.636,0.03325,0.0081454
6.638,0.03415,0.0081579
6.64,0.0351292,0.00816624
6.642,0.0360792,0.0081579
6.644,0.0371542,0.00812038
6.646,0.0381625,0.00818708
6.648,0.0390083,0.00811622
6.65,0.0401,0.00814957
6.652,0.0407958,0.00814957
6.654,0.04215,0.00812872
6.656,0.0431167,0.00812038
6.658,0.0439458,0.00810371
6.66,0.0453458,0.00809121
6.662,0.04615,0.00800367
6.664,0.0470958,0.00803701
6.666,0.0482083,0.00804952
6.668,0.0491292,0.00802034
6.67,0.0501625,0.00802868
6.672,0.0511375,0.00802451
6.674,0.0520625,0.00801617
6.676,0.05335,0.00799533
6.678,0.05415,0.00797032
6.68,0.0550792,0.0079453
6.682,0.0561625,0.00795781
6.684,0.0572958,0.00794114
6.686,0.0581583,0.00793697
6.688,0.0591708,0.00788278
6.69,0.0600708,0.0079328
6.692,0.0612125,0.00791196
6.694,0.0621875,0.00789111
6.696,0.0631708,0.00790362
6.698,0.0644292,0.00787861
6.7,0.0648625,0.0078661
6.702,0.0661333,0.00783692
6.704,0.0671167,0.00783692
6.706,0.0679792,0.00787444
6.708,0.06935,0.00784109
6.71,0.0701458,0.00783275
6.712,0.070975,0.00781608
6.714,0.0722417,0.00783275
6.716,0.0732333,0.00782025
6.718,0.07415,0.00783275
6.72,0.0750833,0.00782442
6.722,0.075975,0.00781608
6.724,0.0773292,0.00784526
6.726,0.07815,0.0077869
6.728,0.079075,0.0077869
6.73,0.0801667,0.00777856
6.732,0.0812708,0.00777439
6.734,0.0821583,0.00776606
6.736,0.0831292,0.00779107
6.738,0.0840042,0.00775772
6.74,0.08525,0.00774521
6.742,0.08615,0.00774521
6.744,0.0870917,0.00775772
6.746,0.0881208,0.00774105
6.748,0.0891667,0.00771603
6.75,0.09015,0.00768268
6.752,0.09105,0.00768268
6.754,0.0919375,0.0077077
6.756,0.093325,0.0077077
6.758,0.0940792,0.00767018
6.76,0.0950417,0.00766601
6.762,0.0962833,0.00764934
6.764,0.0969792,0.007641
6.766,0.0981667,0.007641
6.768,0.0991417,0.00760348
6.77,0.0999792,0.00763266
6.772,0.10135,0.00759931
6.774,0.10215,0.00755763
6.776,0.103042,0.0075743
6.778,0.104246,0.00754095
6.78,0.105225,0.00758264
6.782,0.10615,0.00754095
6.784,0.107083,0.00748259
6.786,0.107983,0.0075076
